MapName,AreaId,AreaName,NorthWestX,NorthWestY,NorthWestZ,SouthEastX,SouthEastY,SouthEastZ,Connections,HidingSpots,EarliestOccupyTimeFirstTeam,EarliestOccupyTimeSecondTeam
de_ancient,2908,BombsiteA,300.6,337.8,72.191002,330.6,317.8,70.132378,4,1,18.310196,7.530388
de_ancient,2937,Middle,520.6,572.8,32.02969,530.6,567.8,36.17989,3,1,11.417422,10.255294
de_ancient,240,Middle,490.6,587.8,32.03072,500.6,567.8,32.380306,5,0,10.736734,10.318983
de_ancient,2520,TSpawn,490.6,932.8,-162.358505,515.6,922.8,-163.255753,3,0,0.766398,21.242054
de_ancient,2585,TSpawn,540.6,842.8,-165.729446,545.6,827.8,-167.727325,3,0,1.741426,20.238081
de_ancient,143,BombsiteA,230.6,327.8,52.182961,245.6,312.8,72.03125,5,1,17.516041,8.005391
de_ancient,1071,Outside,230.6,662.8,-30.756123,235.6,657.8,-19.96875,4,0,8.253818,16.314466
de_ancient,1120,Outside,280.6,732.8,-35.480755,285.6,727.8,-19.96875,4,0,6.580902,16.407501
de_ancient,2759,CTSpawn,520.6,227.8,70.03125,545.6,217.8,60.03125,4,0,18.811626,1.779962
de_ancient,696,TSideUpper,670.6,612.8,139.61795,675.6,587.8,125.923401,4,0,13.879018,16.378569
de_ancient,1202,Middle,445.6,567.8,33.626263,450.6,562.8,36.441406,2,1,10.671778,10.350265
de_ancient,2733,Outside,420.6,762.8,-87.96875,425.6,752.8,-103.662491,4,0,3.53355,17.106197
de_ancient,351,BombsiteA,330.6,317.8,72.03125,350.6,307.8,69.182938,3,1,18.949869,7.711492
de_ancient,987,Outside,180.6,602.8,-23.022661,185.6,597.8,-19.96875,3,0,9.976417,16.657177
de_ancient,2563,MainHall,155.6,492.8,73.459763,160.6,482.8,72.03125,3,0,13.013174,12.704061
de_ancient,2933,Middle,505.6,592.8,32.03064,510.6,577.8,32.03064,4,0,11.040987,10.581385
de_ancient,194,SideEntrance,600.6,547.8,172.215622,610.6,517.8,168.03125,4,0,16.758905,14.441958
de_ancient,501,Outside,290.6,702.8,-23.255753,295.6,682.8,-17.735722,4,0,6.748921,15.561069
de_ancient,902,MainHall,160.6,457.8,72.832832,175.6,432.8,73.129852,4,0,13.681935,11.74425
de_ancient,2598,Ruins,780.6,657.8,7.319715,785.6,642.8,2.96496,2,1,10.018165,17.511791
de_ancient,2928,Middle,505.6,607.8,32.03064,535.6,592.8,34.824013,2,2,11.258012,10.988211
de_ancient,204,MainHall,215.6,462.8,77.586075,225.6,447.8,74.581795,5,0,12.311218,12.781339
de_ancient,305,Outside,280.6,722.8,-19.96875,290.6,712.8,-23.255753,6,0,6.610323,16.135706
de_ancient,1476,Water,730.6,777.8,-141.628265,740.6,772.8,-132.086227,2,1,6.522893,20.99666
de_ancient,55,BombsiteA,375.6,227.8,68.03125,415.6,202.8,72.48365,6,0,21.267965,3.759451
de_ancient,189,Ramp,840.6,532.8,33.531818,865.6,512.8,60.091171,4,1,13.259457,13.404853
de_ancient,1997,House,495.6,297.8,135.762863,500.6,292.8,109.346588,3,0,16.768946,4.085593
de_ancient,2272,TSideUpper,675.6,612.8,136.831421,690.6,607.8,122.430008,2,1,13.791627,16.673489
de_ancient,2675,TSideLower,735.6,607.8,83.540596,740.6,597.8,76.923004,3,0,12.444107,17.079449
de_ancient,2904,TopofMid,465.6,432.8,112.166901,485.6,422.8,115.632996,4,0,13.505448,7.086146
de_ancient,47,Middle,500.6,507.8,58.83231,525.6,477.8,64.229599,7,0,12.31462,8.609261
de_ancient,477,MainHall,210.6,577.8,72.03125,215.6,557.8,72.03125,2,1,10.199125,15.385132
de_ancient,1088,Outside,250.6,582.8,62.494198,255.6,577.8,77.03125,3,0,9.68145,15.643149
de_ancient,1873,House,470.6,297.8,135.762848,475.6,292.8,108.232872,3,0,16.664337,4.292961
de_ancient,2076,Alley,600.6,252.8,74.03125,605.6,247.8,75.605377,2,1,19.849314,4.753381
de_ancient,2635,Middle,525.6,557.8,35.524532,530.6,547.8,40.528969,3,0,11.692783,9.881892
de_ancient,213,Outside,285.6,682.8,-22.480429,295.6,662.8,-12.666519,5,0,7.169007,15.140984
de_ancient,263,TSideLower,765.6,577.8,32.8759,775.6,562.8,34.01968,6,0,12.048991,16.313614
de_ancient,1577,BombsiteA,195.6,367.8,88.03125,200.6,362.8,88.03125,2,1,15.360868,9.979105
de_ancient,2690,SideEntrance,650.6,517.8,169.024628,665.6,512.8,179.967636,3,0,17.120972,13.146621
de_ancient,405,Alley,835.6,247.8,107.884644,845.6,237.8,111.634689,3,1,20.098839,9.547905
de_ancient,480,Outside,225.6,647.8,-19.96875,230.6,637.8,-23.255753,5,0,8.622282,16.391722
de_ancient,1167,Outside,345.6,677.8,-22.521841,350.6,667.8,-17.379057,3,0,6.499907,14.225293
de_ancient,56,CTSpawn,470.6,217.8,60.03125,565.6,172.8,25.317696,12,0,19.470842,1.120745
de_ancient,2837,Outside,235.6,597.8,4.969364,250.6,592.8,12.494181,4,0,9.294842,15.83597
de_ancient,2490,Tunnel,650.6,812.8,-159.96875,685.6,792.8,-159.334824,2,0,4.871579,21.771494
de_ancient,2686,Outside,810.6,632.8,8.03125,815.6,622.8,3.528244,3,1,10.529485,16.413597
de_ancient,3031,TSideUpper,545.6,602.8,164.03125,565.6,592.8,156.79454,3,1,17.078896,17.583311
de_ancient,217,TSpawn,440.6,782.8,-137.306168,450.6,762.8,-141.744675,6,0,3.016499,17.705809
de_ancient,229,SideHall,355.6,497.8,103.03125,365.6,482.8,103.03125,2,1,15.286154,11.234953
de_ancient,558,Ruins,740.6,752.8,-24.415279,745.6,727.8,-1.96875,2,1,7.48623,19.34057
de_ancient,2768,Middle,505.6,517.8,43.263966,525.6,507.8,61.436474,4,0,12.156255,9.030909
de_ancient,2796,SideEntrance,665.6,547.8,173.950592,675.6,542.8,180.281921,3,0,17.249153,13.390914
de_ancient,1137,Outside,330.6,762.8,-24.660418,340.6,752.8,-20.225582,5,1,5.226614,15.955297
de_ancient,2644,House,570.6,287.8,77.664253,575.6,272.8,80.633347,4,0,18.878363,3.782432
de_ancient,2729,Outside,310.6,667.8,-10.055136,320.6,662.8,-13.590617,3,0,7.482699,14.576347
de_ancient,2810,TSideLower,710.6,577.8,104.722687,715.6,567.8,92.694511,3,1,13.199403,17.566271
de_ancient,2991,BombsiteA,200.6,192.8,53.840004,210.6,187.8,55.998276,2,1,19.086535,7.768628
de_ancient,852,SideHall,300.6,372.8,89.798286,305.6,357.8,87.66658,1,2,17.732561,8.947926
de_ancient,2521,BombsiteA,260.6,317.8,72.03125,280.6,307.8,69.182938,4,0,18.215626,7.312903
de_ancient,2808,TSideLower,710.6,597.8,102.847023,715.6,587.8,88.283867,5,0,13.070631,17.242723
de_ancient,628,House,455.6,357.8,172.03125,465.6,332.8,162.530838,6,0,15.601197,5.857998
de_ancient,1119,Outside,280.6,727.8,-22.980774,285.6,722.8,-20.536301,4,0,6.687994,16.300409
de_ancient,2706,BombsiteB,815.6,462.8,121.863579,825.6,457.8,131.03125,5,0,14.913274,11.841531
de_ancient,2739,TSpawn,485.6,767.8,-172.599319,500.6,762.8,-167.305893,3,0,3.071722,18.693396
de_ancient,591,SideHall,315.6,417.8,103.03125,320.6,392.8,87.03125,7,0,16.684624,9.155964
de_ancient,1448,Ruins,760.6,702.8,4.042591,765.6,697.8,10.03125,2,1,8.336127,18.585514
de_ancient,2623,CTSpawn,415.6,237.8,71.945557,420.6,227.8,66.03125,2,1,21.495852,3.507752
de_ancient,2498,BombsiteA,220.6,302.8,52.03125,230.6,287.8,52.03125,5,0,17.194883,7.832538
de_ancient,2639,Middle,525.6,537.8,37.799019,530.6,527.8,44.910038,3,0,11.98259,9.464893
de_ancient,2760,CTSpawn,545.6,227.8,70.03125,575.6,217.8,60.03125,5,1,18.907021,2.179458
de_ancient,2858,Outside,350.6,652.8,-9.633479,365.6,642.8,8.02369,3,0,6.997747,13.593847
de_ancient,90,TSpawn,445.6,902.8,-162.965515,465.6,867.8,-164.790497,5,1,0.866519,19.983461
de_ancient,259,SideEntrance,675.6,512.8,188.263657,685.6,497.8,189.03125,3,0,17.745832,12.511755
de_ancient,2142,BombsiteB,750.6,382.8,131.03125,755.6,377.8,124.237175,4,0,17.136084,9.506988
de_ancient,1117,Outside,275.6,717.8,-19.96875,280.6,712.8,-23.255753,4,0,6.775025,16.073347
de_ancient,2815,Water,723.1,862.8,-147.336197,725.6,860.3,-147.336197,2,1,7.046994,22.642342
de_ancient,493,Outside,265.6,627.8,1.467605,270.6,612.8,16.985779,4,1,8.51923,15.857421
de_ancient,1056,Outside,230.6,597.8,-13.232325,235.6,592.8,12.494149,4,0,9.506598,15.94353
de_ancient,2570,Outside,255.6,632.8,-17.841364,260.6,622.8,-2.529541,6,0,8.379315,15.844528
de_ancient,2518,Water,715.6,767.8,-116.505676,730.6,757.8,-66.505798,3,1,6.465324,20.415722
de_ancient,2601,TSpawn,440.6,872.8,-163.78392,445.6,857.8,-169.481277,3,1,1.358007,19.514345
de_ancient,2672,TSideLower,715.6,562.8,94.800339,720.6,552.8,99.580765,3,0,13.261872,17.868244
de_ancient,2961,BombsiteA,170.6,277.8,52.029678,180.6,247.8,55.29031,7,0,17.482368,8.529904
de_ancient,3018,Outside,820.6,432.8,144.772018,825.6,427.8,148.03125,3,0,15.364567,11.705802
de_ancient,179,BombsiteB,725.6,382.8,131.03125,740.6,352.8,129.011444,6,0,17.627668,9.015402
de_ancient,247,BombsiteB,725.6,432.8,132.382431,735.6,412.8,130.03125,2,0,17.203753,10.220633
de_ancient,1879,House,475.6,312.8,160.631256,480.6,307.8,134.539154,3,0,16.223566,4.422122
de_ancient,1118,Outside,275.6,647.8,-12.507416,280.6,642.8,-0.326495,4,0,8.017979,15.354959
de_ancient,2550,SideEntrance,655.6,382.8,153.976669,660.6,372.8,155.749817,1,1,19.135822,11.231041
de_ancient,1114,Outside,270.6,732.8,-33.374107,275.6,717.8,-19.96875,5,1,6.775745,16.314804
de_ancient,2533,BombsiteB,785.6,377.8,123.941643,805.6,367.8,123.276398,4,0,16.860733,10.365434
de_ancient,2720,Outside,240.6,582.8,62.494198,250.6,577.8,72.03125,5,0,9.594556,15.486554
de_ancient,2956,BombsiteA,220.6,287.8,52.03125,235.6,267.8,52.03125,6,1,17.404877,7.656008
de_ancient,78,BombsiteB,825.6,337.8,125.330887,845.6,302.8,122.461067,5,0,18.38962,10.096174
de_ancient,81,Outside,330.6,667.8,-14.0023,350.6,642.8,-6.053275,5,0,6.898711,13.99236
de_ancient,683,BombsiteB,845.6,337.8,122.225647,850.6,327.8,125.625168,3,0,18.17639,10.46446
de_ancient,2919,BombsiteB,720.6,492.8,138.159271,740.6,472.8,130.631393,1,2,16.910963,11.534468
de_ancient,1037,Outside,215.6,642.8,-32.961739,220.6,637.8,-19.96875,4,0,8.820851,16.615211
de_ancient,1695,CTSpawn,465.6,202.8,64.03125,470.6,197.8,58.243748,3,0,20.520527,2.17043
de_ancient,2650,Alley,605.6,287.8,75.475288,610.6,277.8,78.024261,4,0,19.621504,4.525573
de_ancient,3037,BackHall,330.6,167.8,97.255249,345.6,142.8,102.03125,2,1,21.941433,3.799202
de_ancient,216,Outside,365.6,752.8,-20.236044,375.6,727.8,-26.225679,7,0,4.737335,15.85426
de_ancient,1449,Ruins,765.6,697.8,10.03125,775.6,692.8,1.522577,3,1,8.557003,18.482962
de_ancient,2905,TopofMid,485.6,432.8,112.166901,510.6,422.8,115.632996,4,0,13.627421,7.04301
de_ancient,149,Outside,175.6,627.8,-20.620184,190.6,602.8,-19.96875,9,0,9.725136,16.685814
de_ancient,2654,BombsiteB,720.6,382.8,131.03125,725.6,372.8,120.666664,3,0,17.629568,9.227433
de_ancient,191,Ruins,820.6,727.8,5.550009,840.6,712.8,6.928486,3,1,9.571516,18.425888
de_ancient,1145,Outside,305.6,747.8,-31.672951,310.6,742.8,-19.96875,4,0,5.883615,16.145552
de_ancient,2665,Ramp,825.6,522.8,44.965912,830.6,512.8,60.534775,3,0,13.436233,13.253754
de_ancient,89,Water,720.6,822.8,-175.7435,745.6,797.8,-166.169815,4,0,6.439806,21.52903
de_ancient,2502,Alley,730.6,292.8,118.801353,740.6,272.8,111.355545,5,0,19.427267,7.45572
de_ancient,2698,BombsiteB,735.6,462.8,125.298538,750.6,457.8,131.03125,5,0,16.380033,11.044352
de_ancient,3149,BombsiteA,240.6,207.8,53.237137,265.6,192.8,52.533703,3,1,19.22484,6.415485
de_ancient,299,Outside,245.6,677.8,-19.96875,255.6,667.8,-23.255753,6,0,7.802141,15.974417
de_ancient,301,Outside,250.6,607.8,-6.635424,260.6,597.8,7.109775,5,1,8.928213,16.099213
de_ancient,2508,Outside,260.6,297.8,52.516254,280.6,287.8,52.03125,4,0,18.161283,6.88734
de_ancient,24,Alley,690.6,277.8,114.604637,720.6,242.8,110.602287,4,1,19.968718,6.674354
de_ancient,724,Ruins,815.6,727.8,5.463077,820.6,717.8,3.058097,3,0,9.305814,18.501915
de_ancient,1441,Ruins,740.6,722.8,-2.438863,745.6,712.8,-1.96875,3,1,7.635315,19.007757
de_ancient,1243,Outside,400.6,732.8,-56.94244,405.6,727.8,-67.613724,2,1,4.278463,16.590141
de_ancient,1763,BombsiteA,355.6,297.8,52.516251,375.6,292.8,68.03125,2,1,20.189381,5.59951
de_ancient,1836,Middle,450.6,497.8,57.643082,455.6,492.8,56.444996,2,1,12.903728,8.852528
de_ancient,551,Ruins,735.6,752.8,-36.452324,740.6,722.8,-2.438863,6,0,7.366889,19.311729
de_ancient,1554,Outside,240.6,692.8,-32.594128,245.6,682.8,-28.550083,3,1,7.705684,16.230007
de_ancient,1587,BombsiteA,250.6,252.8,52.03125,265.6,247.8,52.03125,2,0,18.646248,7.231237
de_ancient,2673,TSideLower,715.6,552.8,100.732094,720.6,542.8,125.829712,3,0,13.270347,17.79467
de_ancient,2717,Outside,210.6,582.8,62.494198,220.6,577.8,72.03125,4,0,9.932809,15.486554
de_ancient,2758,CTSpawn,495.6,227.8,70.03125,520.6,217.8,60.03125,3,0,19.33246,1.737441
de_ancient,322,TSpawn,535.6,777.8,-171.248016,545.6,762.8,-158.300537,3,1,2.869786,19.781933
de_ancient,327,Ruins,695.6,757.8,-66.505806,725.6,727.8,-20.905352,7,0,6.757532,19.885538
de_ancient,2619,BombsiteA,370.6,222.8,59.389,375.6,212.8,68.03125,4,0,20.917107,4.231874
de_ancient,1203,Middle,435.6,607.8,36.538845,440.6,597.8,32.031265,3,1,9.549159,11.166301
de_ancient,2731,Outside,340.6,762.8,-31.804056,350.6,757.8,-25.883469,4,0,5.010219,16.002672
de_ancient,2857,MainHall,160.6,432.8,75.015182,175.6,387.8,74.759933,5,0,14.411145,11.01504
de_ancient,54,Outside,230.6,652.8,-19.96875,255.6,627.8,-16.055546,10,0,8.351206,16.074558
de_ancient,228,SideHall,355.6,452.8,103.239426,365.6,432.8,108.55307,3,1,15.338221,10.621301
de_ancient,1131,Outside,290.6,752.8,-29.197128,295.6,737.8,-21.730776,5,1,6.178241,16.442507
de_ancient,2054,House,555.6,252.8,77.664253,570.6,247.8,83.892281,2,1,18.5756,2.668217
de_ancient,2823,Outside,665.6,582.8,186.03125,670.6,577.8,186.03125,2,0,14.615123,16.689053
de_ancient,432,Water,710.6,872.8,-153.693085,720.6,862.8,-152.540192,3,1,6.878491,22.702034
de_ancient,520,TSpawn,430.6,792.8,-113.046936,435.6,772.8,-124.873894,5,0,2.973391,17.618206
de_ancient,1014,Outside,205.6,622.8,-22.667797,210.6,617.8,-19.96875,4,0,9.246909,16.500191
de_ancient,2537,BombsiteB,740.6,472.8,132.62999,765.6,462.8,124.852509,4,0,16.128321,11.304781
de_ancient,32,SideHall,345.6,482.8,105.102661,375.6,452.8,104.072273,5,1,14.817359,10.766159
de_ancient,1116,Outside,275.6,722.8,-24.138338,280.6,717.8,-19.96875,4,0,6.775035,16.17753
de_ancient,1772,SideHall,320.6,417.8,103.03125,330.6,407.8,87.190193,4,0,16.560749,9.338919
de_ancient,969,MainHall,215.6,447.8,76.714561,220.6,442.8,77.561417,2,1,12.526008,12.612343
de_ancient,1008,Outside,200.6,617.8,-26.344353,205.6,612.8,-19.96875,4,0,9.410536,16.35294
de_ancient,1644,SideHall,305.6,397.8,87.03125,315.6,392.8,87.03125,4,0,16.945215,8.993824
de_ancient,2746,Water,690.6,777.8,-148.086563,695.6,767.8,-116.505653,3,1,5.936979,21.301552
de_ancient,2851,House,475.6,307.8,134.539154,490.6,297.8,135.762863,8,0,16.364277,4.227317
de_ancient,110,TSideLower,780.6,592.8,7.649487,800.6,557.8,22.203449,6,0,11.807614,15.873116
de_ancient,131,House,505.6,372.8,166.791519,525.6,347.8,175.356445,4,1,15.463456,5.759274
de_ancient,1004,Outside,195.6,617.8,-31.255583,200.6,612.8,-19.96875,4,0,9.515204,16.457607
de_ancient,2586,TSpawn,540.6,827.8,-170.255753,545.6,812.8,-171.534531,3,0,2.054408,20.005531
de_ancient,2784,CTSpawn,570.6,207.8,70.03125,575.6,197.8,70.03125,4,0,19.399654,2.289646
de_ancient,2847,House,530.6,272.8,78.965248,570.6,252.8,82.642288,5,0,18.207315,2.696431
de_ancient,777,SideEntrance,600.6,517.8,171.149124,605.6,512.8,180.03125,3,0,17.01692,14.292669
de_ancient,781,SideEntrance,610.6,517.8,168.03125,615.6,512.8,179.799698,3,0,16.808403,14.084151
de_ancient,1003,Outside,195.6,612.8,-27.011837,200.6,607.8,-19.96875,4,0,9.619745,16.35313
de_ancient,2522,BombsiteA,280.6,317.8,72.03125,300.6,307.8,69.182938,3,0,18.632292,6.987634
de_ancient,23,House,475.6,362.8,160.03125,505.6,327.8,164.276688,8,1,15.440846,5.150747
de_ancient,2641,Middle,525.6,517.8,43.053467,530.6,507.8,61.957306,3,0,12.338999,9.044553
de_ancient,2773,TopofMid,485.6,402.8,162.968048,495.6,397.8,168.03125,4,0,14.274701,6.316892
de_ancient,2965,BombsiteA,165.6,262.8,55.595253,170.6,252.8,58.45853,2,1,17.540855,8.718216
de_ancient,654,Alley,585.6,272.8,66.843552,590.6,252.8,69.277023,2,1,19.424498,4.328569
de_ancient,1013,Outside,205.6,617.8,-19.96875,220.6,612.8,-25.646925,6,0,9.202198,16.352747
de_ancient,2742,TSpawn,490.6,867.8,-163.255753,515.6,857.8,-156.505768,4,0,0.766593,20.308226
de_ancient,2649,Alley,605.6,297.8,76.113823,610.6,287.8,81.912697,3,0,19.593191,4.497262
de_ancient,2700,BombsiteB,765.6,462.8,124.852509,775.6,457.8,131.03125,4,0,15.807114,11.562287
de_ancient,2921,BombsiteB,770.6,412.8,130.03125,785.6,382.8,131.03125,6,0,16.525232,10.148911
de_ancient,124,Outside,400.6,762.8,-64.514534,420.6,732.8,-84.924309,8,1,3.878435,16.761312
de_ancient,357,CTSpawn,470.6,237.8,70.03125,490.6,227.8,70.03125,3,1,20.069048,2.268483
de_ancient,978,Outside,170.6,602.8,-29.919134,175.6,597.8,-19.96875,3,0,10.159179,16.866007
de_ancient,782,SideEntrance,615.6,517.8,168.03125,620.6,512.8,179.464432,3,0,16.753428,13.979982
de_ancient,2608,TSpawn,440.6,827.8,-163.754944,445.6,817.8,-169.41452,3,0,1.962744,18.628853
de_ancient,2744,TSpawn,510.6,847.8,-146.96875,515.6,837.8,-156.505768,3,0,1.271501,19.960728
de_ancient,2829,SideEntrance,675.6,517.8,177.539642,680.6,512.8,187.759918,4,0,17.529638,12.727948
de_ancient,2932,Middle,510.6,572.8,32.03064,520.6,562.8,33.23114,5,0,11.202588,10.180244
de_ancient,182,Alley,855.6,272.8,118.522873,870.6,242.8,126.712997,3,1,19.812456,9.992257
de_ancient,453,BombsiteA,230.6,312.8,52.182961,240.6,292.8,52.03125,7,0,17.455301,7.679585
de_ancient,778,SideEntrance,605.6,517.8,168.204163,610.6,512.8,180.03125,3,0,16.912575,14.188322
de_ancient,2966,BombsiteA,175.6,247.8,57.307358,180.6,232.8,55.919445,3,1,17.954161,8.27503
de_ancient,323,Water,685.6,812.8,-165.490982,695.6,787.8,-156.042633,6,0,5.343236,21.299837
de_ancient,1123,Outside,285.6,732.8,-26.73069,290.6,727.8,-19.96875,4,0,6.581095,16.404827
de_ancient,85,TSpawn,445.6,817.8,-169.41452,465.6,797.8,-172.545044,7,0,2.220961,18.374243
de_ancient,139,Ramp,835.6,552.8,29.03125,865.6,532.8,38.136631,4,0,12.835946,13.807122
de_ancient,210,MainHall,245.6,572.8,72.03125,255.6,557.8,77.03125,4,1,9.927698,15.425997
de_ancient,2505,Outside,800.6,642.8,1.03125,810.6,622.8,3.528244,4,0,10.417828,16.225243
de_ancient,2514,Outside,365.6,602.8,36.03125,385.6,592.8,32.849178,3,0,8.179509,12.412086
de_ancient,2710,MainHall,180.6,387.8,74.759933,195.6,382.8,87.259941,3,0,14.605515,10.421909
de_ancient,2818,TSideUpper,660.6,592.8,138.363434,665.6,587.8,134.410507,3,1,14.217322,16.291252
de_ancient,28,MainHall,215.6,577.8,72.03125,245.6,547.8,72.03125,9,1,10.021468,15.005959
de_ancient,241,House,495.6,282.8,103.539154,510.6,257.8,106.698944,6,1,17.185955,3.405636
